p_val	avg_logFC	pct.1	pct.2	p_val_adj	gene
0.783666623883928	0.00260087704069567	0.238	0.235	1	ACBD3
0.783712850386528	-0.0117293845294831	0.237	0.247	1	NT5C2
0.783851327634342	-0.0150656118950547	0.311	0.323	1	PRSS36
0.783933042405797	0.00860456349737054	0.122	0.12	1	HOXB4
0.783949142260979	0.0112992696588141	0.123	0.12	1	ACSF2
0.783964341845737	0.017708608754846	0.499	0.509	1	KLC4
0.784021622864077	-0.0159509345983307	0.405	0.414	1	PCID2
0.784042480613346	0.0183403433461294	0.123	0.121	1	SEPW1
0.784251870877265	0.00430265627224391	0.435	0.423	1	ABHD3
0.784293713908502	0.0276327325561264	0.239	0.24	1	TMED2
0.784326511716272	0.00184620489873083	0.278	0.277	1	MFSD4A
0.784377739289745	-0.0385661851937636	0.522	0.513	1	APAF1
0.784397785896634	0.00684899966710981	0.165	0.163	1	ZNF605
0.784465533972099	0.0100923346230454	0.155	0.154	1	CPTP
0.78451296792323	-0.0319933462798071	0.535	0.544	1	HERPUD2
0.78466537689702	-0.00519164718304976	0.575	0.576	1	NIF3L1
0.784688076910869	0.000260386063942686	0.135	0.14	1	VPS33B
0.78479166423719	0.0121144052568379	0.482	0.487	1	AKAP11
0.784836188913862	-0.0152802086546638	0.452	0.476	1	ADPGK
0.784959403168498	0.02067681815678	0.304	0.298	1	WWP2
0.785083430234221	-0.00462049518317154	0.291	0.308	1	ALG8
0.78523345264834	-0.00970600018487572	0.292	0.29	1	FAM122A
0.785293240213349	0.00174028415613126	0.499	0.498	1	MAPK8
0.785363278403065	-0.000722988837029259	0.693	0.697	1	CHI3L2
0.785396676735654	-0.0199885261835553	0.414	0.411	1	TRIB1
0.785490952431469	-0.00618302685879607	0.219	0.227	1	ZNF497
0.785961736714843	-0.00639509479417277	0.408	0.418	1	RPS27A
0.785980181524732	0.0117492621168067	0.109	0.108	1	ITGA9
0.786566224119611	-0.0216587845449064	0.488	0.482	1	ACAP2
0.786566287558324	0.0108799146185988	0.174	0.171	1	NANP
0.786569775935345	-0.0185261229265644	0.507	0.518	1	KIAA0895
0.786720426848751	0.0287622786239117	0.237	0.237	1	GLE1
0.787008997823553	-0.0193382851675395	0.222	0.227	1	CXorf38
0.787157614561691	0.00409814009719434	0.115	0.12	1	DGAT2
0.787276048663142	-0.0105184897546117	0.201	0.209	1	ATMIN
0.78743579304708	-0.00926518873265192	0.443	0.461	1	FAM222A
0.787496917904837	0.00396791381615252	0.347	0.348	1	ZNF160
0.787741849939596	-0.00564957006739619	0.511	0.526	1	USP39
0.787884931643375	-0.0266566425200804	0.495	0.498	1	EIF4A2
0.787927520653316	0.00352810391164046	0.204	0.212	1	ARFRP1
0.787999352051047	0.00561663007286117	0.56	0.556	1	CCDC186
0.788191483142257	-0.00485348110117068	0.443	0.451	1	ARHGAP18
0.788379071434239	-0.0141107647250095	0.649	0.638	1	SUMF1
0.788950162806906	0.0246911704701031	0.549	0.567	1	ACOT7
0.789004238116409	0.0206465311420269	0.22	0.22	1	ASL
0.789110037078848	-0.0179738328293868	0.466	0.478	1	UTP4
0.789329132674181	-0.0322806284833679	0.218	0.224	1	SLC25A24
0.789345690975186	0.00904112437146498	0.326	0.322	1	SRSF9
0.789370740405948	0.003208936486508	0.521	0.521	1	NRIP1
0.789886738928425	-0.00554289716010609	0.105	0.109	1	VSIG8
0.789933702729603	0.0393010329440799	0.122	0.121	1	LRRK2
0.789991140263311	-0.0172167732257715	0.275	0.269	1	SMPD2
0.790001210195577	-0.0149385860928796	0.115	0.119	1	THUMPD2
0.790015921716996	0.0171218768952453	0.178	0.175	1	MPV17
0.790143666165905	0.0170251629107041	0.122	0.119	1	APLP1
0.790297225201862	0.0535097985635208	0.376	0.382	1	NCAM2
0.790407561052627	-0.0104215451696632	0.372	0.38	1	RPL18
0.790696501858533	-0.0244936289714885	0.482	0.492	1	BAZ1B
0.790717481643047	0.0149035055004051	0.613	0.621	1	SMIM20
0.790737911125217	-0.0402044497797424	0.3	0.31	1	QSER1
0.79104751239663	0.0168949696138808	0.167	0.166	1	GDF11
0.791279627202143	-0.0215166770264262	0.431	0.429	1	PSMD1
0.791290353615829	-0.00196149098470383	0.139	0.144	1	AP5B1
0.791783907026559	0.00155049871438595	0.479	0.482	1	XPO7
0.792063958974839	0.00191708641574934	0.282	0.293	1	PIF1
0.792407510624138	-0.0236805883525054	0.354	0.365	1	ZFAND4
0.792505628179779	0.0105773294858733	0.679	0.698	1	SLC6A6
0.792593748817931	-0.00336890215856611	0.304	0.317	1	P2RX5-TAX1BP3
0.792620902509061	-0.00760840392838114	0.438	0.463	1	NOLC1
0.792785138301298	0.0104294841812174	0.539	0.538	1	ZNF789
0.792829569616203	0.00202856247560845	0.878	0.884	1	STK17B
0.79283224166999	0.0222097728719511	0.138	0.138	1	MAGEF1
0.793108923387287	-0.00342613270573591	0.182	0.181	1	ZNF777
0.793177833755194	-0.0279344231863106	0.21	0.214	1	RAB23
0.793319372643896	0.00185982697694725	0.231	0.229	1	MYPOP
0.793450536010884	0.0126544723634295	0.156	0.154	1	ELAC1
0.793591934381061	-0.0113699139890951	0.268	0.279	1	GNL3L
0.793664495316286	-0.000804090834209181	0.199	0.203	1	FAIM
0.793962172464577	0.012447403232102	0.354	0.353	1	ZFP41
0.793980968802111	0.0029528954472719	0.392	0.392	1	PNPLA2
0.794208808306366	-0.0060773772191059	0.218	0.224	1	ADAM8
0.794337050000971	0.00952757379581676	0.22	0.22	1	ATP13A4
0.794338513375313	-0.00470644841552847	0.275	0.265	1	COX11
0.794644051939249	-0.00817160444037415	0.195	0.204	1	NOP9
0.794703789575916	-0.0144480038224932	0.404	0.423	1	SYNJ1
0.794717099898613	0.0106034972035406	0.416	0.417	1	NPHP3
0.794760949326142	-0.0217210008826775	0.467	0.484	1	PSMB3
0.794796737434105	-0.0168795798187306	0.121	0.126	1	RPH3A
0.794874403626599	0.00524085341730862	0.666	0.663	1	HIST1H2BD
0.795038889662574	-0.000542531845776684	0.222	0.229	1	PLEKHO2
0.795073597093245	0.0124438610694908	0.161	0.16	1	CENPB
0.795158402928269	0.0202597785041765	0.42	0.429	1	HMG20B
0.795167909165178	-0.00441622261066921	0.523	0.531	1	PRMT3
0.795348579426217	-0.00825802089966632	0.39	0.404	1	MYL12B
0.795349915009973	0.000263560089322212	0.134	0.13	1	TONSL
0.795452960293917	0.0197010091160453	0.351	0.36	1	ZBTB45
0.795593263107697	0.00922689622345052	0.398	0.409	1	GLA
0.796191894260319	-0.00806833253775885	0.12	0.118	1	PNPLA1
0.796362149291798	-6.33257701257994e-05	0.361	0.377	1	SGSM2
0.79670176677211	-0.00310867211582122	0.4	0.403	1	RRM2
0.796754673857149	-0.0112251047061727	0.108	0.105	1	PBX2
0.797259817104271	-0.030234043178765	0.672	0.662	1	SMAD2
0.797866331452205	-0.00205818796728979	0.112	0.116	1	LTB
0.798096474610417	-0.0079856510182941	0.165	0.17	1	SPRY4
0.798150740805859	-0.0144542125916129	0.292	0.293	1	GINS3
0.798190967904726	-0.0183116409783614	0.515	0.523	1	HSPA14
0.798512170419875	-0.027424949973761	0.412	0.395	1	ARL5A
0.79857370021043	-0.00927331765453676	0.274	0.283	1	PAXIP1
0.79859891559992	0.00282742279232906	0.25	0.249	1	ZNF136
0.798879680720433	0.000842716057761483	0.249	0.252	1	AGK
0.798903312457578	-0.0220573929639161	0.538	0.529	1	FDXACB1
0.798938195565878	0.0034145097085197	0.375	0.373	1	RBM17
0.798972849852381	-0.0169084384882476	0.74	0.756	1	SATB1
0.798986267608367	0.0200826730785678	0.227	0.228	1	RPP21
0.799037828521624	0.00447863073648302	0.425	0.423	1	INO80
0.799144070901548	0.0120419173435899	0.132	0.129	1	ALDH1A1
0.799179417672217	0.00270843942792501	0.149	0.156	1	ZNF317
0.799230174549319	-0.000493399615673018	0.289	0.302	1	CPPED1
0.799465250076538	0.0256681827621995	0.432	0.432	1	STK35
0.799699006254397	-0.0244921145157979	0.681	0.658	1	TNFAIP3
0.799724542841577	-0.00348776298249076	0.529	0.542	1	LNP1
0.799853627518318	0.00737449292117509	0.432	0.436	1	PRR14L
0.799869882822716	-0.0293125238486983	0.15	0.155	1	RP11-724O16.1
0.799942188358473	-0.00487728527106876	0.116	0.12	1	VAMP3
0.799949392281826	-0.0306073422500492	0.385	0.395	1	ANKIB1
0.799968994425876	0.00116518298759438	0.395	0.395	1	GOLPH3
0.800335309372181	0.000118735240925955	0.111	0.109	1	QPCT
0.800389924026008	-0.0133059590994782	0.615	0.61	1	SNRPA
0.800421502085009	-0.0310795818326783	0.373	0.38	1	ANKS1A
0.800548825375394	-0.0307175021540256	0.306	0.297	1	PPIL6
0.800833197867891	0.00503430007098296	0.188	0.186	1	KNSTRN
0.800987789216325	-0.00686479926956263	0.606	0.622	1	AAMP
0.801116869064089	0.000322742045912539	0.158	0.155	1	RNF8
0.801308443678187	0.00194030433200609	0.537	0.552	1	TOMM70
0.801450166939313	-0.0131310484212708	0.653	0.653	1	SLC39A8
0.801499830644127	-0.00432917698741364	0.38	0.388	1	SDK2
0.801576643587778	-0.00861979333810825	0.759	0.751	1	WDR37
0.801890478439064	0.0983919822850516	0.304	0.305	1	NRXN3
0.801945562224444	-0.00900811346688737	0.165	0.161	1	LRRC57
0.802021000731326	0.0162815171429398	0.424	0.432	1	HDAC9
0.802291098930961	-0.00391526462258165	0.161	0.165	1	COMMD2
0.802363075723028	-0.0183372068211259	0.395	0.408	1	FBXO36
0.802389626379357	0.00807929984904887	0.412	0.412	1	SRA1
0.802733702051428	-0.0226070563475442	0.49	0.472	1	ARV1
0.802808032631958	-0.0050020831453807	0.233	0.244	1	RRP8
0.802817347809276	0.00968359610594272	0.209	0.207	1	DNTTIP1
0.802891549340089	0.0135111998914345	0.119	0.124	1	MLF1
0.802995090553187	-0.0212279300845231	0.317	0.327	1	POLR3K
0.803032457599894	0.000785995109414128	0.475	0.477	1	TUBB
0.803058649564131	-0.0124336314840229	0.124	0.12	1	PRR25
0.803229141618848	-0.0458153858269546	0.325	0.339	1	GPI
0.803431621815154	-0.00107269176827296	0.468	0.483	1	CASP3
0.803450253761903	-0.00257171820771035	0.288	0.299	1	GNS
0.803758070208707	-0.0254694220956185	0.368	0.372	1	ZNF839
0.803820153098977	-0.0213493801203264	0.816	0.801	1	ARID4A
0.803951453548616	0.018115423389399	0.281	0.282	1	EIF2B5
0.803998468283699	0.0161088775587999	0.123	0.129	1	RAB3C
0.804026616630397	-0.0178076055678509	0.67	0.658	1	MPC2
0.8042207634675	0.0140038747764693	0.356	0.37	1	PPARD
0.804372987383568	-0.029862347436849	0.399	0.412	1	CSNK1G1
0.804630748949536	0.00648237236915339	0.512	0.494	1	RAPGEF2
0.804997039656064	-0.00820850144395918	0.343	0.352	1	GIT1
0.805122804826924	-0.0300226571081563	0.432	0.434	1	CEP250
0.805244387389734	0.00167808445224388	0.128	0.125	1	MAP7D3
0.805310993918996	-0.0281604142068484	0.555	0.543	1	DDX39A
0.805392957080325	0.0278207707743859	0.181	0.181	1	RNF130
0.80548199236847	0.0167209950449743	0.213	0.214	1	ZNF585A
0.805515953347718	-0.00211859546530635	0.494	0.498	1	SECISBP2
0.805534423336673	0.00825924108880749	0.452	0.462	1	ORC2
0.805985479019758	0.010972677434776	0.157	0.164	1	ERCC6L
0.80601199351812	-0.0181044810851834	0.196	0.199	1	KNOP1
0.806047814753381	-0.0280313215209965	0.186	0.191	1	GNG10
0.806070818611379	-0.0227023992670445	0.46	0.464	1	RNF20
0.806092630671272	0.0215698995224548	0.503	0.509	1	BAZ1A
0.80644394357818	0.0267242148543507	0.273	0.279	1	IFIT5
0.806605093208682	-0.0136873781277224	0.212	0.213	1	MOV10
0.80668894881255	0.00568115606473468	0.341	0.354	1	MYO1C
0.806933847409282	0.00267489565096973	0.306	0.31	1	SLC38A6
0.806994457362375	-0.00339452830572862	0.705	0.708	1	INPP5A
0.807022292594745	-0.0235544719883355	0.549	0.554	1	SF3B5
0.807025681077134	-0.0100714775715189	0.79	0.781	1	EPM2AIP1
0.807106009834786	0.0210907687618394	0.207	0.205	1	USP21
0.807191500720327	0.00911810157655987	0.167	0.175	1	ZNF561
0.8074399693574	-0.0276410100015413	0.109	0.113	1	SIN3B
0.807552003243536	-0.0136374824062272	0.527	0.539	1	ZNF574
0.807593122319748	-0.00131336897037918	0.156	0.164	1	KIAA2013
0.807608207468989	0.0158850977029178	0.103	0.1	1	FBXL2
0.807637931710335	-0.000877634687115658	0.114	0.113	1	CDH10
0.807861109592529	0.000945804084025892	0.234	0.235	1	HIST1H1C
0.807864762418356	-0.022150763214258	0.508	0.501	1	RPL15
0.807931349185491	-0.0427880318238008	0.724	0.71	1	KLF9
0.808202649295124	0.00217662754500683	0.102	0.106	1	RAET1G
0.80833820282889	0.0420347071441178	0.116	0.121	1	ADCY5
0.80842509175086	0.00677847413608562	0.26	0.27	1	C5orf42
0.808441777266395	-0.00826534340505869	0.302	0.315	1	GMPR2
0.808442407764471	-0.00510967970586396	0.504	0.506	1	VIPAS39
0.808493801903184	0.0217782777527424	0.253	0.258	1	CLCN5
0.808606381753456	-0.011795592280333	0.513	0.524	1	CRELD1
0.808796476704543	0.00833704796279799	0.167	0.164	1	SSNA1
0.80891075456588	0.0138877174758195	0.188	0.198	1	NOL4
0.809101834323506	0.00288112472995694	0.503	0.518	1	TMEM256-PLSCR3.1
0.809333732905899	0.012370502914772	0.626	0.621	1	MRPL18
0.809379637747361	-0.0183290108759414	0.464	0.476	1	ZC3H6
0.809448424868325	-0.0168702226750664	0.142	0.139	1	ZNF282
0.809494586561794	-0.00677192766954002	0.158	0.161	1	LRP4
0.809504687772719	-0.0201792801162024	0.553	0.551	1	ZBTB8OS
0.809546370192136	-0.00107853639775091	0.353	0.363	1	BRD8
0.809624025725368	-0.0173736811130017	0.256	0.252	1	RBMS2
0.809899415836299	-0.0396910902716143	0.104	0.108	1	IL17RD
0.809928276152361	-0.00461451323769785	0.31	0.322	1	RIC8B
0.810009641240682	-0.107546484094225	0.616	0.625	1	DAB1
0.810095925280486	-0.0147351941758018	0.222	0.228	1	FGFBP3
0.810135305580135	0.0134571507430294	0.398	0.399	1	UIMC1
0.810523172810791	-0.0326674872677413	0.481	0.483	1	GINM1
0.810641506313192	-0.00781921811445929	0.634	0.647	1	SEL1L
0.810719488244554	0.014223102718784	0.726	0.718	1	RSU1
0.810720120840922	-0.0229197235897206	0.442	0.444	1	GDPD5
0.810745159836666	-0.0236229482158822	0.352	0.348	1	HMGA1
0.810993034811057	-0.0052446425189448	0.328	0.32	1	ARPC3
0.811037759530787	-0.00662268281327638	0.377	0.372	1	ZMIZ2
0.811168732293234	-0.0276332990801466	0.539	0.544	1	LYSMD3
0.811244993655201	0.0168910123769035	0.132	0.129	1	WNT3A
0.811262999286269	-0.0639909857895717	0.335	0.328	1	AGBL4
0.811394891954165	0.00220169299756101	0.412	0.407	1	ARFIP2
0.811402574436788	0.0199489702265457	0.611	0.61	1	NDUFC1
0.811500641995882	0.00143403549945942	0.495	0.518	1	ALG1L2
0.811542123760726	0.00520533067650211	0.164	0.171	1	GRK1
0.811634779772281	-0.0124433666802973	0.38	0.378	1	RINT1
0.811639083593177	0.00909109025139432	0.912	0.905	1	RORA
0.812007861903028	0.00646064695855481	0.24	0.242	1	CHCHD1
0.812210477956959	0.014298996589399	0.244	0.24	1	PIAS2
0.812332490382644	0.0100233966431101	0.665	0.672	1	ZBTB5
0.812339652143771	-0.00475551400624721	0.159	0.165	1	DCTN5
0.812913468647307	-0.00360425917130036	0.496	0.501	1	ATG13
0.813076182539993	0.0138429921282658	0.69	0.677	1	SYNCRIP
0.813192131456789	-0.00992114884298112	0.511	0.504	1	SLC25A40
0.813500724756645	0.00177445972839477	0.146	0.151	1	FADS1
0.813644300884107	0.00920079040657873	0.428	0.427	1	PEX26
0.813703323150432	0.0190488908252112	0.5	0.508	1	PSTK
0.813973652243943	-0.0506998517024959	0.611	0.605	1	BANP
0.814043493841587	-0.0364469168483138	0.236	0.244	1	TANC2
0.814067675374921	0.0196069076358651	0.096	0.101	1	MAP3K15
0.814298192912326	0.00671158736725666	0.115	0.119	1	MRPL15
0.814403220816147	-0.000496085421064829	0.33	0.344	1	SH3D21
0.814464018141308	-0.00608713169575331	0.198	0.195	1	LOXL1
0.814542709734012	0.000165814399892827	0.421	0.424	1	KIF9
0.814622087192288	-0.00296706088880511	0.266	0.277	1	TARS2
0.814661373183533	-0.0436916317927116	0.257	0.26	1	TFR2
0.814716970692119	0.021220745086777	0.23	0.233	1	SNAPIN
0.814771322268214	-0.00513195324260851	0.421	0.419	1	IL10RA
0.814783176445202	0.0311912853808985	0.165	0.165	1	GPT2
0.814910504787889	0.0220941072807201	0.109	0.108	1	PTPRU
0.815069542027371	-0.0210904186930827	0.724	0.731	1	CTD-2410N18.5
0.815081556432162	-0.0197274125286016	0.295	0.3	1	HPS4
0.815112707714564	0.00585118609884211	0.343	0.352	1	LRRC40
0.815251641997986	0.0297418207594573	0.398	0.409	1	MTMR6
0.81533986490695	0.00256663709827443	0.323	0.324	1	NBEA
0.815610996142883	0.0180598412145785	0.52	0.549	1	C17orf49
0.815747363590048	-0.00171273345901102	0.404	0.412	1	BRD4
0.815859316651749	0.00251484088343734	0.23	0.23	1	ACYP1
0.815960270751318	-0.00208794315161703	0.147	0.145	1	CDH22
0.816273980416875	-0.0155658032388285	0.588	0.586	1	MOB3A
0.816374864191667	-0.0045258220532105	0.756	0.745	1	CAB39L
0.816394218570568	0.00665218324750852	0.161	0.169	1	CCDC43
0.816825101683499	0.0211167784088895	0.274	0.274	1	HSF2BP
0.816854147895735	-0.0155921490995	0.172	0.175	1	QDPR
0.817050923245857	0.0167314048503329	0.49	0.499	1	SPCS3
0.817062250448941	0.0052656364037395	0.322	0.324	1	TEX22
0.817252869720749	-0.03218757530694	0.234	0.237	1	IQCK
0.817431904228873	0.0336650526194472	0.11	0.108	1	CHD5
0.817436237084665	-0.0146721253230945	0.363	0.363	1	NUDT18
0.817529802224865	0.00283837676494794	0.199	0.198	1	TAF13
0.817974578403045	-0.0225020360126084	0.591	0.579	1	DNAJB6
0.817986542801874	-0.00572864100568909	0.31	0.308	1	AGFG1
0.817996879895725	0.000710880727037067	0.146	0.143	1	HARS2
0.818031581108893	-0.0363334010484595	0.689	0.676	1	SPTBN4
0.818120323826649	-0.00242252786526653	0.679	0.665	1	ZBTB4
0.818367495992253	0.020761021056053	0.168	0.168	1	TSPAN33
0.818479163141598	0.00728572351647444	0.136	0.136	1	ZSCAN12
0.818509035061215	-0.0258436455565534	0.138	0.143	1	BBS5
0.818510912209848	0.00280532701595948	0.295	0.309	1	ZSWIM1
0.818654483529223	0.00651351670670999	0.179	0.185	1	MLYCD
0.818975095823352	-0.0256514639340951	0.628	0.647	1	INTS9
0.819018028886292	-0.00844572150070733	0.321	0.32	1	FIP1L1
0.819143928977661	0.0069097653198254	0.306	0.305	1	TMEM79
0.819185807719135	0.0242093638904804	0.108	0.113	1	PTPRZ1
0.819331033280529	0.020035977462473	0.141	0.14	1	PTPN5
0.819392210101105	-0.0252216374283192	0.335	0.342	1	UBE2I
0.81956884327078	0.0287501303545075	0.317	0.32	1	NNT
0.819717386231922	0.00333998960493664	0.48	0.478	1	CYB5B
0.819736464780173	0.0111546496778077	0.341	0.348	1	CLCN2
0.81974271260733	-0.0279103399970078	0.233	0.238	1	WDR13
0.819808009470159	-0.00995310546846384	0.248	0.244	1	ENHO
0.819944087115171	-0.00626603726454755	0.684	0.683	1	TBC1D1
0.820032716374076	-0.0188404877992595	0.318	0.322	1	AL135791.1
0.820099455924883	0.0125597226496314	0.327	0.338	1	C15orf41
0.820139491928182	0.0138815318381397	0.548	0.563	1	UTY
0.820254264566705	0.0130110908612919	0.628	0.626	1	TCP1
0.820320531601249	0.0182549099417882	0.656	0.663	1	MAPK6
0.820451437603194	-0.00135783778506909	0.382	0.38	1	DDX19B
0.820662597553783	0.00690129974186082	0.592	0.588	1	CCNL1
0.820856842395669	0.00818264821327427	0.132	0.129	1	WDR76
0.820889689816845	-0.000913085699683319	0.188	0.186	1	KLHL17
0.820901861660351	0.0133822167763165	0.236	0.238	1	E2F2
0.820957380045932	0.0412702933865479	0.408	0.423	1	HDAC1
0.821045675816236	0.00551806679723943	0.437	0.451	1	PARS2
0.821387479554169	0.0209574815542227	0.136	0.141	1	RNF212B
0.821445111428601	0.0138954888998387	0.096	0.101	1	LRRC3
0.821649372652104	-0.00361769482447274	0.17	0.174	1	CBY3
0.821757211527738	0.0164475026347489	0.401	0.404	1	REST
0.822581141195229	-0.00233333118970275	0.27	0.273	1	GAS1
0.82261635832149	0.0231631808309302	0.176	0.176	1	CWF19L1
0.822625176682606	0.0155931215280797	0.153	0.153	1	PTPN9
0.822742856266358	-0.0353725988861217	0.208	0.214	1	NAP1L5
0.822766621281663	-0.014141165217436	0.251	0.255	1	MKRN2OS
0.822942541337337	0.0108835157652926	0.194	0.196	1	SYNPO
0.823812385533968	0.0104126220375225	0.866	0.859	1	RPS6KA2
0.82387194168365	-0.00554510779441242	0.474	0.489	1	SYNGR4
0.823875463459661	-0.00983744638038808	0.406	0.421	1	TIMM9
0.823920291121649	-0.00996929107244798	0.322	0.33	1	TMCO6
0.823951687422865	0.00431023464678226	0.599	0.593	1	LA16c-306E5.2
0.824139810261113	-0.00521292547085039	0.146	0.151	1	TRIM61
0.824156784842339	-0.00257352455970139	0.406	0.413	1	MKNK1
0.824261109892415	0.0322290562797443	0.525	0.541	1	TULP4
0.824297086260376	0.0170183214677555	0.104	0.103	1	TSPO
0.824317813217449	-0.0152078748454025	0.558	0.564	1	PLEKHA1
0.824352107214768	-0.0422522330771058	0.514	0.509	1	RAF1
0.824357080420798	-0.0162318390848515	0.458	0.477	1	DHTKD1
0.824468909921488	-0.00250591740469508	0.767	0.742	1	SYNGAP1
0.824509614318585	0.0106344359538328	0.191	0.19	1	SPATA33
0.825019271171899	-0.00383401023832003	0.337	0.334	1	NIT1
0.825071396019416	-0.0366535885591042	0.448	0.459	1	SYMPK
0.825306087308457	0.00807609875434459	0.201	0.198	1	POLA2
0.825648207254022	-0.00571210337582606	0.653	0.652	1	USP20
0.825678918224502	-0.00314639340884848	0.218	0.227	1	EPS8L1
0.825809008318124	0.00973219564565297	0.163	0.163	1	FBXO47
0.825872102338206	0.0200973448377618	0.121	0.12	1	FBXL6
0.826006826440382	0.00342875811199614	0.107	0.11	1	RXFP1
0.826107130253753	0.0140334108981136	0.234	0.234	1	PLAGL2
0.826208145572298	0.0085358276392456	0.36	0.36	1	ZNF174
0.826215569612192	-0.00360377281606433	0.284	0.289	1	TRMT5
0.826232758568234	0.00880761184342649	0.257	0.257	1	CLNS1A
0.826669679915657	-0.00202436595572664	0.43	0.428	1	HDAC11
0.826923468369745	0.0299439606239505	0.125	0.125	1	TOP1MT
0.826971867395853	0.0157024772831579	0.585	0.599	1	MBD6
0.827007303480362	0.00507710410329373	0.126	0.13	1	ENAH
0.827450523189129	0.000796693732868892	0.387	0.383	1	MTFR1L
0.827460051647224	8.70119700893679e-05	0.327	0.335	1	RXRB
0.827503441738918	0.00536785770617942	0.497	0.496	1	SRCAP
0.827704191971849	-0.0553003745015141	0.355	0.36	1	FOXO6
0.827866589928988	0.01777439178271	0.261	0.264	1	SULT6B1
0.827934469336377	0.0111095467072747	0.537	0.557	1	SGO2
0.828048342947651	-0.00892909293758803	0.38	0.388	1	CPNE1
0.828135518719395	0.015199247950237	0.715	0.701	1	RP11-77K12.1
0.82814375989639	0.00620601167911045	0.278	0.28	1	SRR
0.82820736995608	-0.00874485300794181	0.412	0.421	1	MCM7
0.82848949875452	0.0293417517236724	0.203	0.205	1	MED27
0.828578577973166	0.0105833321454584	0.115	0.12	1	DHX16
0.829086010292227	-0.0112809126968317	0.412	0.411	1	NCBP2
0.829106093027704	0.0192965284482378	0.161	0.168	1	TEX35
0.829433271153169	0.00572000397557702	0.106	0.104	1	SHISA8
0.829804189958278	0.000873905408807607	0.229	0.225	1	ARF3
0.829968031092576	0.00961109749485534	0.5	0.494	1	PHF14
0.83000986307038	-0.00731335510420072	0.526	0.538	1	MZT1
0.830029092408318	-0.0793987597142916	0.184	0.186	1	FAM53A
0.830102183871265	-0.0131712380433946	0.569	0.577	1	SLC4A2
0.830181175146496	-0.033179743737645	0.398	0.406	1	HUS1
0.830432984294637	-0.0138202398355625	0.142	0.146	1	C1orf216
0.830533563831444	0.00345140379690279	0.219	0.228	1	LSM2
0.830858411303518	0.00061607243718792	0.34	0.352	1	SF3B2
0.830928491858287	0.00963897059872165	0.296	0.31	1	TRMT2A
0.831015399413786	0.0183581488331069	0.537	0.543	1	TOX4
0.831210860244455	-0.00607310960001833	0.179	0.176	1	FGF22
0.831882041229268	0.00351894639222042	0.121	0.12	1	GPX7
0.832010218004331	0.0045679961068128	0.468	0.466	1	MAST3
0.832091451931042	0.0213997073451332	0.204	0.214	1	RBP5
0.832201316255838	0.000484701740702587	0.271	0.277	1	SGF29
0.832377465644111	-0.0137612918836453	0.52	0.528	1	RAB2A
0.832445558181734	-0.000574982860360618	0.59	0.596	1	SRP54
0.832665010589425	-0.0249925348020028	0.586	0.581	1	FAM193A
0.832741980400826	0.00416782864035914	0.355	0.359	1	ALG13
0.832991030401411	-0.0155713757357346	0.313	0.317	1	VPS36
0.833024950640199	1.29382195979133e-05	0.247	0.245	1	TMSB4X
0.833087713858355	0.0217461649652959	0.588	0.601	1	AP2A1
0.833254694049368	0.0147130370804115	0.377	0.394	1	PSD
0.833327433341462	0.00569740407054226	0.293	0.302	1	HADHA
0.834032336594203	-0.0101336926080628	0.14	0.144	1	AC004381.6
0.834096184881382	0.0182237400394989	0.243	0.252	1	INSIG2
0.834317196563555	-0.00759872692082164	0.247	0.257	1	NEU3
0.834329792739321	-0.0160764889907223	0.108	0.106	1	GSTM1
0.83445566639167	0.0263922691425096	0.795	0.798	1	NR3C2
0.834486761027465	-0.00838101613668285	0.673	0.668	1	STK4
0.834498651113293	-0.00344183266970532	0.565	0.558	1	CKS2
0.834736952002515	-0.00359046293551368	0.343	0.34	1	FAM89B
0.834754439493078	0.0487978972324004	0.146	0.146	1	COG7
0.834795727033795	-0.0155655061583531	0.271	0.274	1	CFAP58
0.835254803888377	-0.0010856727507832	0.596	0.597	1	FBXO9
0.835364942932459	0.0156423393014335	0.342	0.34	1	EEF1AKMT1
0.835464196267006	-0.0260185917644074	0.17	0.163	1	NENF
0.835847395290815	-0.00397174141492213	0.124	0.128	1	GPR89B
0.835968136932858	-0.00608882008787745	0.122	0.125	1	MRPL58
0.836162709475793	-0.00918601224724658	0.295	0.299	1	HCST
0.836241908424423	-0.0522150768043769	0.604	0.618	1	SMYD3
0.836304145040419	0.00615788004752793	0.253	0.264	1	ATP8B3
0.836334196636867	-0.00133166038695048	0.385	0.389	1	TTYH3
0.836482073534562	-0.0722985535602815	0.265	0.273	1	ICA1L
0.83650114857849	-0.0499813391195083	0.285	0.293	1	RP11-444E17.6
0.836679873122829	0.0172127262288002	0.269	0.28	1	NACC1
0.836727962584267	0.00551922446300407	0.26	0.27	1	MAP3K6
0.836765069400859	0.000528648128076625	0.337	0.335	1	POLR3F
0.836773925324926	0.000337122415011049	0.504	0.511	1	DUSP28
0.836857593825897	0.0103294390037381	0.564	0.566	1	WDR78
0.836934884714806	-0.0045325276080368	0.443	0.454	1	ARHGAP19
0.83696283955282	-0.0263961213820322	0.364	0.383	1	ADIPOR2
0.837446804986279	0.00639431085911579	0.131	0.136	1	ZDBF2
0.837511654328626	0.0161378210581812	0.395	0.401	1	UBE2Q1
0.837648298651411	-0.0124888931596785	0.117	0.115	1	CFAP44
